epoch,loss,val_loss
0,2.64171987417,2.90366962978
1,2.37869521763,2.15968002592
2,2.43909097949,2.30194153105
3,2.35593115006,2.2451879297
4,2.50774384964,2.30859627042
5,2.35690527377,2.43430546352
6,2.94849948088,2.25692803519
7,2.43268107091,2.20180170877
8,2.70203238207,2.2948014055
9,1.94590738132,2.00836392811
10,2.9819243309,2.00468570845
11,2.35773819167,2.39316143308
12,2.91803443432,2.10864656312
13,2.23768245819,2.20690073286
14,2.36687802426,2.11155492919
15,2.1297898846,1.70274794102
16,2.98617165004,2.43850193705
17,3.29722056182,2.57732238088
18,2.45382520415,2.11312488147
19,2.98470101257,2.42979502678
0,6.57153404737,4.05025529861
1,3.0714213446,2.47419881821
0,2.45136578431,1.79050469398
0,10.3729984991,3.33184218407
1,3.17918743207,1.96594381332
2,2.27077203457,1.83224225044
0,2.14859220817,1.60047125816
1,1.58708608453,1.01795578003
2,1.23121910288,0.978729128838
3,1.3576078071,1.23029637337
0,9.75880436603,3.14894318581
1,3.08001184411,2.35148644447
2,3.05106995487,3.224391222
3,2.93365256119,2.43513131142
4,2.69042983905,1.83772861958
5,2.37438448559,1.72087681293
6,2.68390497086,2.3777050972
7,2.35453532514,2.23011779785
8,2.34006390884,1.74584901333
9,2.22290165771,1.86343073845
0,2.23111135431,1.7304046154
1,2.09885311803,3.53386664391
2,1.96424674051,2.7777121067
3,2.09026179886,1.52866864204
4,1.92342744541,1.65733540058
5,1.88676880394,1.27862608433
6,1.9229778419,1.49912583828
7,1.99492973354,1.86297941208
8,1.81119228549,3.04716348648
9,1.8534601652,1.59515142441
0,9.05067386766,2.9040453434
1,3.10369855967,2.06461787224
2,2.7910386597,1.56237542629
3,2.62342052269,1.31683588028
4,2.49397941555,1.52714502811
5,2.34254504568,1.28135919571
6,2.36735159146,1.32946538925
7,2.4404642256,1.24632656574
8,2.19131868484,1.33357334137
9,2.74324671615,1.7420989275
0,2.38473775482,1.15937960148
1,2.18244507278,1.39227890968
2,2.29563273725,1.80354523659
3,2.00704995311,1.07586610317
4,2.12422719669,1.10984861851
5,2.00423031655,0.890316426754
6,1.97314833684,1.09235823154
7,1.955832929,1.55778992176
8,1.83361566427,4.22593736649
9,2.43977399497,3.32992315292
0,106.792744512,108.136932373
0,10.6159399728,3.21190977097
1,2.89967416503,1.86743617058
2,2.90768877411,2.08449697495
3,2.49166586945,1.80129277706
4,2.49021843902,1.48111569881
5,2.26569962753,1.33054149151
6,2.09847830174,1.32492852211
7,2.05336415143,0.945995092392
8,2.00364678851,1.6739563942
9,1.97566144779,1.47617423534
0,5.46374931162,3.30352497101
1,2.93251436546,2.02051377296
2,2.36694526976,1.58237361908
3,2.09030517821,1.38871228695
4,1.97057617534,1.39355170727
5,1.7698420059,1.10269653797
6,1.63141272926,1.22050333023
7,1.72225907638,0.8428388834
8,1.48291541902,0.69711369276
9,1.38927578029,0.664279222488
0,1.25484469369,0.778613388538
1,1.30532792459,0.610857546329
2,1.25252808725,0.757166802883
3,1.20225418679,0.659999370575
4,1.1507861572,0.557394981384
5,1.21802327652,1.1038736105
6,1.17922671044,0.664460361004
7,1.25686233459,1.13788950443
8,1.19461749012,0.561625659466
9,1.10556602923,0.613557457924
0,1.14078089346,0.503369688988
1,1.24966408717,0.574259877205
2,1.14312649864,0.459715992212
3,1.11294749698,0.50512444973
4,0.924023818219,0.548721790314
5,0.944594597627,0.567932844162
6,1.05877067744,0.634290218353
7,0.980631946225,0.746892750263
8,0.986850340143,0.876272141933
9,1.06550768423,0.701842367649
0,10.2255181917,6.69764566422
1,5.57796358322,5.06051969528
2,4.0334718649,3.91567587852
3,3.13292706531,2.62487268448
4,2.7208532124,2.27555799484
5,2.51070069082,1.89203667641
6,2.40885132551,1.62953650951
7,2.24316372264,1.61662733555
8,2.09883515573,1.43706977367
9,2.03066275579,1.40879917145
0,1.90618537185,1.48028433323
1,1.85403130514,1.2441726923
2,1.80038999275,1.13267862797
3,1.67372563167,1.35215866566
4,1.64914768353,0.977947592735
5,1.62861117591,1.06911683083
6,1.51847061588,1.01613271236
0,10.3643408258,7.03300952911
0,5.5018659394,4.95921421051
1,3.76894276631,3.84493350983
2,3.05624876371,3.02339053154
3,2.67169663032,2.1176276207
4,2.37486815961,1.79682099819
5,2.16395798159,1.67060649395
6,2.06366201363,1.33256399632
7,1.89528483708,1.31651246548
8,1.72769089806,1.19717514515
9,1.65381958766,1.17198967934
10,1.64638734881,1.07017445564
11,1.51556013015,0.966349959373
12,1.39838900944,0.932341098785
13,1.42677904767,0.890482485294
14,1.3358599947,1.06440210342
15,1.28118245535,0.846581399441
16,1.23588702919,0.811545848846
17,1.2876560899,1.09632050991
18,1.16967205449,0.791337013245
19,1.12396940682,0.744249165058
20,1.20719939216,0.696152925491
21,1.16020462898,0.775478124619
22,1.07940575226,0.868866384029
23,1.05316607589,0.689127743244
24,1.07999953846,0.798331916332
25,1.00234478749,0.765671133995
26,1.01461996901,0.806165337563
27,1.02236634086,0.925186097622
28,1.00438636323,0.679325997829
29,0.948151810939,0.64604049921
30,1.00467917796,0.719386041164
31,0.901583166967,0.698762953281
32,0.895872375587,0.684675097466
33,0.89388047168,0.631895840168
34,0.903227413209,0.931693255901
35,0.949727389753,0.581004083157
36,0.879296690589,0.595755636692
37,0.877637723588,0.588650286198
0,0.8591857497,0.705194413662
1,0.870128420068,0.795147776604
0,9.80123904967,6.89127826691
1,5.38624649728,5.34163331985
0,3.34920025245,2.99286842346
1,2.3663461647,1.52741229534
2,1.92909270266,1.39558088779
3,1.60326774933,1.04462385178
4,1.47237761746,1.04436409473
5,1.32133432567,0.770280241966
6,1.21294503873,0.816625595093
7,1.14645667225,0.717262923717
8,1.06680703978,0.708176195621
9,1.04566615007,0.745149791241
10,0.961422307367,0.623467981815
11,0.94829097018,0.591714322567
12,0.894805026428,0.677460849285
13,0.872209340946,0.583800911903
14,0.835682813095,0.573180258274
15,0.885250086826,0.520283579826
16,0.833529636818,0.497808158398
17,0.790234028464,0.488606542349
18,0.778829315683,0.534224331379
19,0.749308693471,0.506818056107
0,0.73712031891,0.5322291255
1,0.723020674353,0.470279037952
2,0.693321056946,0.502009809017
3,0.688460123166,0.468656301498
4,0.687757766268,0.442358732224
5,0.660148107093,0.43821182847
6,0.665967379383,0.581591546535
7,0.684234677097,0.466498702765
8,0.649890979974,0.400720506907
9,0.62879128084,0.420918464661
0,0.608299576148,0.418023616076
1,0.624649259318,0.416851848364
2,0.633711777687,0.400171369314
3,0.587446676627,0.3789716959
4,0.606442117193,0.440559029579
5,0.577157676241,0.403614163399
6,0.600068705383,0.366858929396
7,0.60645699924,0.392274647951
8,0.585283733751,0.508554041386
9,0.575569578554,0.40359044075
10,0.560828402675,0.349757015705
11,0.55454743858,0.365810990334
12,0.562955830615,0.443951278925
13,0.54197209664,0.394426107407
14,0.548792607774,0.333405554295
15,0.541932373151,0.356536954641
16,0.525757666723,0.289936572313
17,0.515630976998,0.333663463593
18,0.504111243175,0.355643749237
19,0.496194172652,0.298672705889
20,0.496335299077,0.335628330708
21,0.494985487876,0.297079354525
22,0.531866496148,0.335818499327
23,0.491765346589,0.308121353388
24,0.487976670317,0.297333925962
25,0.425991657236,0.271418124437
26,0.417635496886,0.262662649155
27,0.415064817626,0.265276521444
28,0.403454382015,0.259115129709
29,0.391852530759,0.257260024548
30,0.393562820082,0.263630032539
31,0.389157537476,0.257074832916
32,0.378986702339,0.248825773597
33,0.39707108934,0.253181606531
34,0.384528136513,0.254166603088
35,0.377990323025,0.257650464773
36,0.387633218299,0.253860324621
37,0.370612388549,0.254507511854
38,0.380631426272,0.257352083921
39,0.355790541519,0.241250067949
40,0.361518935058,0.240336924791
41,0.362301533196,0.245179399848
42,0.364421751064,0.242429718375
43,0.366332005978,0.256760567427
44,0.372082532085,0.241708502173
45,0.372689512844,0.240762665868
46,0.367394413036,0.245026811957
47,0.354338316342,0.245649337769
48,0.356016498649,0.244916960597
49,0.364823440287,0.243764683604
50,0.359938169438,0.244796767831
0,0.372106190298,0.24446824193
1,0.360835279149,0.245251506567
2,0.334229832421,0.243306711316
3,0.342910776708,0.242697641253
4,0.346681493806,0.242165595293
5,0.329909791739,0.242315739393
6,0.345206759054,0.242626711726
7,0.344560675673,0.242992907763
8,0.357342013017,0.242388412356
9,0.350358086902,0.242618486285
10,0.364652573959,0.242596611381
11,0.336020210359,0.241547614336
12,0.366244553768,0.242246285081
13,0.344917521127,0.242122426629
14,0.356213752213,0.241613551974
15,0.33592295153,0.240884408355
16,0.347974686091,0.243084862828
17,0.338583705969,0.240780457854
18,0.363130586406,0.240103065968
0,7.67660952941,5.28331518173
1,3.32383245501,3.26648235321
2,2.35840347298,1.70825684071
3,1.97876921343,1.22225701809
4,1.68490339258,1.06479334831
5,1.47625528829,0.908841729164
6,1.36304207648,0.917679071426
7,1.25348171218,0.831931471825
8,1.19564683162,1.00059425831
9,1.11819570322,0.660656392574
10,1.06604490189,0.681314706802
11,1.03974776546,0.717998921871
12,0.966058369408,0.634795248508
13,0.967446582504,0.611649751663
14,0.870314768729,0.585823059082
15,0.887638545181,0.582088589668
16,0.847979613449,0.591560423374
17,0.852096271142,0.653178632259
18,0.827098283084,0.527132928371
19,0.79234246905,0.642712771893
20,0.798720487968,0.760672688484
21,0.797156882784,0.606287837029
22,0.754535033827,0.458789199591
23,0.719747936041,0.454969167709
24,0.720162238857,0.607723414898
25,0.713888326624,0.461173981428
26,0.679334889619,0.462321996689
27,0.681051300971,0.46050298214
28,0.688031084724,0.470856904984
29,0.678508068458,0.521038770676
30,0.648920116238,0.468351840973
31,0.638180423301,0.405178636312
32,0.637113122225,0.43884408474
33,0.623507408101,0.400619119406
34,0.603687731929,0.434853106737
35,0.629855373953,0.413687050343
36,0.589052565564,0.36937084794
37,0.592392332886,0.381012678146
38,0.587459270923,0.410889714956
39,0.580627848273,0.367894291878
40,0.556194427511,0.373287260532
41,0.559587683875,0.374150753021
42,0.55294290978,0.36713218689
43,0.53482320828,0.355494052172
44,0.540080909273,0.369022339582
45,0.549673134907,0.336756080389
46,0.527078576586,0.360935240984
47,0.514423915676,0.334872215986
48,0.524948435286,0.402764201164
49,0.513466469163,0.332983583212
50,0.491393256799,0.384009003639
51,0.491211438832,0.375137716532
52,0.493546840139,0.339117437601
53,0.507706738192,0.330917418003
54,0.484243969161,0.341718375683
55,0.472352389232,0.340060442686
56,0.478498176772,0.329512983561
57,0.482865155137,0.319603830576
58,0.484700977709,0.30175280571
59,0.4817729385,0.312326550484
60,0.453146849694,0.294921070337
61,0.45734331754,0.311772167683
62,0.471792254914,0.331647127867
63,0.456569801839,0.309859126806
64,0.448991613533,0.303955674171
65,0.464768023387,0.302241265774
66,0.444015000582,0.405618578196
67,0.459517799564,0.295090377331
68,0.432136487505,0.301662832499
69,0.407765025626,0.269556283951
70,0.380735827021,0.265685617924
71,0.375966835748,0.263939261436
72,0.365270083391,0.257168471813
73,0.372973004103,0.256367951632
74,0.364109490208,0.259423464537
75,0.373929032284,0.260638654232
76,0.37427358307,0.25664126873
77,0.367560327976,0.260368615389
78,0.358617728736,0.250655740499
79,0.353561160513,0.254671156406
80,0.360299290813,0.251672297716
81,0.368876286621,0.250705450773
82,0.366859271329,0.258461505175
83,0.343862250292,0.253397554159
84,0.351759749946,0.24820381403
85,0.353333132692,0.257444649935
86,0.345175893965,0.247845515609
87,0.358438534928,0.243909358978
88,0.359402902551,0.256120949984
89,0.358081151651,0.246304824948
90,0.357730114211,0.251415044069
91,0.352907890626,0.251212656498
92,0.339272298683,0.245692417026
93,0.342964688814,0.245777025819
94,0.34297096282,0.24667955935
95,0.344217650211,0.242464199662
96,0.331018382503,0.245945319533
97,0.340944144005,0.241673305631
98,0.351048395701,0.241869628429
99,0.343847209951,0.245188102126
0,9.45225316849,6.36051706646
1,4.42628804381,3.59811975645
2,3.43668376821,2.75811163239
3,3.06737142121,2.4084811418
4,2.78493447887,2.24144447368
5,2.49954425254,1.96100688499
6,2.36227845446,1.61964362601
7,2.19743811239,1.40222747948
8,2.02180529959,1.3665772521
9,1.95507049197,1.2342747398
10,1.81992736302,1.24648907392
11,1.75133450482,1.2031839153
12,1.68693330215,1.28060921897
13,1.59481089314,1.1615914521
14,1.50568427117,1.08702901135
15,1.50352813511,0.99022138637
16,1.42318038306,1.08919042608
17,1.43345492273,0.981880654459
18,1.4055377218,0.971656363943
19,1.32615482881,0.89610850811
20,1.31817732022,1.07242426147
21,1.27134155695,0.979692951493
22,1.23606799809,0.869604502035
23,1.268749732,0.952197103397
24,1.22794958918,0.871195000151
25,1.16290517171,0.950634982275
26,1.15270904337,0.863064670044
27,1.108214986,0.795964772287
28,1.10676200316,0.905401393123
29,1.11132411522,0.832060280054
30,1.08760904947,0.946000417937
31,1.00907867578,0.867246682229
32,1.05728934369,0.945372374161
33,1.02703055913,0.852966311185
34,1.00677458109,0.803213163562
35,1.02396307583,0.96394469427
36,0.865617547957,0.719426839248
37,0.86889953528,0.714037415774
38,0.873289979933,0.706246922845
39,0.874536886577,0.699667953927
40,0.838101092794,0.703161319961
41,0.847067664306,0.712175789087
42,0.858707702418,0.719751363215
43,0.815938087879,0.697845666305
44,0.843385081434,0.699414084787
45,0.835635663233,0.70462857122
46,0.819916833221,0.701025942098
47,0.817310980048,0.702299162098
48,0.802982519716,0.706719701705
49,0.818059341312,0.701744587525
50,0.823923485965,0.689843996711
51,0.786055160222,0.692508391712
52,0.807017135221,0.713646741017
53,0.802083167809,0.704059320947
54,0.796121892566,0.698712299699
55,0.804718282475,0.702361915423
56,0.808039879732,0.703808750795
57,0.791712393442,0.706850425057
58,0.785710078916,0.697268175042
59,0.791332786648,0.694097513738
60,0.762605214301,0.692319647126
0,9.29503676866,6.21382062912
1,4.32191669002,3.69240740776
2,3.47109396142,2.90392816544
3,3.13485430816,2.57651893616
4,2.87275010652,2.08276529312
5,2.64045313869,2.07115089893
6,2.40022214609,1.69719173431
7,2.23609894557,1.3789343214
8,2.10663997904,1.26759088039
9,2.03267172326,1.26719610214
10,1.84824914245,1.16361478806
11,1.8153797367,1.14832719803
12,1.74115968658,1.1093072319
13,1.70171531113,1.03691715717
14,1.62412815379,1.02479638577
15,1.58193092357,0.922936236858
16,1.57989085152,0.849972536564
17,1.47182021546,0.918607640266
18,1.41110917261,0.82665088892
19,1.44968527977,0.907097115517
20,1.36909191829,0.852417700291
21,1.33615804865,0.9460181427
22,1.29849287046,0.930228009224
23,1.26570075226,0.728921248913
24,1.27206974502,0.766285562515
25,1.24586725937,0.7939509058
26,1.20201569957,0.788663351536
27,1.1517488908,0.813661661148
28,1.16780260266,0.740901551247
29,1.15191411393,0.648813722134
30,1.1219683117,0.851513164043
31,1.08861433744,0.688034827709
32,1.08252514542,0.654454498291
33,1.07418931252,0.686033067703
34,1.09218076832,0.715771429539
35,1.06066087807,0.716202566624
36,1.03629208798,0.661354250908
37,1.01317419149,0.707990479469
38,0.928080327535,0.570911221504
39,0.870250256531,0.573158576488
40,0.877965393655,0.555003881454
41,0.874309431595,0.571973296404
42,0.906780534646,0.55807762146
43,0.878560043911,0.548887808323
44,0.832773932556,0.559756481647
45,0.845584598084,0.56249314189
46,0.855854409221,0.543844814301
47,0.826528386455,0.549224481583
48,0.820100512845,0.552809722424
49,0.836375449606,0.528220542669
50,0.807238922931,0.542728865147
51,0.812066513742,0.544690184593
52,0.83187215603,0.557579299212
53,0.809882996687,0.55992757082
54,0.803099640516,0.559389300346
55,0.820400241321,0.554783908129
56,0.820901876809,0.530951159
57,0.809012652069,0.542717479467
58,0.835848333997,0.538382018805
59,0.808258334268,0.540869011879
0,9.56938659427,6.38106222153
1,4.75635608878,4.07514458338
2,3.70836385344,3.28573306719
3,3.3395013137,2.76328893026
4,3.09178338323,2.40965692202
5,2.8403306319,2.15583683332
6,2.64004487246,2.378851312
7,2.37606651422,1.81731923103
8,2.31157749988,1.48492159526
9,2.21228835652,1.42376862208
0,2.07037184767,1.33579795678
1,2.05417015528,1.46326638222
2,2.02797981024,1.41918956121
3,1.87562654927,1.09470112165
4,1.74408281733,1.08461390336
5,1.75800635808,1.24807377974
6,1.69130939937,1.18454546293
7,1.73823767524,1.16359671752
8,1.55518814314,1.11977495352
9,1.51325937226,0.912116209666
10,1.50229441448,0.944897643725
11,1.46745743625,0.850024370352
12,1.41646081337,0.849204729398
13,1.43607432307,1.03582922777
14,1.38898093747,0.817216848532
15,1.29590711035,0.919280610085
16,1.37695714814,0.762204456329
17,1.29891244953,0.85032207489
18,1.31685307197,0.824034442902
19,1.32177118702,0.846744448344
20,1.24198877081,0.765125859578
21,1.19532388676,0.835492209593
22,1.23794011309,0.847340346177
23,1.23389365591,0.724549527168
24,1.26465282094,0.966508120696
25,1.19122184876,0.819373859564
26,1.15686747703,0.756607708136
27,1.14024875496,0.776082557042
28,1.11382209371,0.685202974478
29,1.1634141604,0.813716605504
30,1.11366262334,0.719267359575
31,1.14298033489,1.14385882219
32,1.10619756912,0.85617146492
33,1.14715377665,0.729576629798
34,1.13524045943,0.709021581014
35,1.05509943457,0.724782899221
36,1.12750084357,0.826191497644
37,0.976791896003,0.594886889458
38,0.867518423154,0.574881302516
39,0.924016134636,0.562451030811
40,0.884601562575,0.583758043845
41,0.831319572139,0.58282757918
42,0.850718406788,0.623055072228
43,0.848896757376,0.582712386449
44,0.811007862793,0.578062637647
45,0.848503843867,0.625547032356
46,0.830806446145,0.660499994755
47,0.842084443993,0.595155905883
48,0.823534986084,0.589222387473
49,0.786171059952,0.589631419182
0,0.80179341133,0.574643687407
1,0.808079345548,0.593916217089
2,0.786562731811,0.568452479839
3,0.791262714151,0.575919180314
4,0.80882246462,0.577296632926
5,0.767040419246,0.591406223377
6,0.769511203354,0.573697352807
7,0.802099196462,0.599246431589
8,0.771960041181,0.56418840766
9,0.761894148442,0.559843528271
10,0.775757676573,0.596593077977
11,0.771471550259,0.579358494282
12,0.79173727281,0.570154980024
13,0.77823033761,0.587451413075
14,0.7765276099,0.590983514786
15,0.756505074217,0.610411823193
16,0.808722741565,0.583751167059
17,0.783709568249,0.579774506092
18,0.768189361155,0.563404463927
19,0.764188120981,0.614308849573
0,8.68781579539,4.79063442866
1,4.32288985263,3.65205758731
2,3.91676334207,4.42695486705
3,3.57406789528,3.15482819875
4,3.36829187783,3.55325464567
5,3.23972615508,3.06220956484
6,3.34609686719,2.50539340973
7,2.97640186627,3.10702445348
8,2.78554410364,2.14354724566
9,2.66004761543,1.94402578831
10,2.50807865207,1.7715958643
11,2.45254858005,2.03779878457
12,2.34580822488,1.7255290699
13,2.23870138127,1.44557394346
14,2.08345394863,1.72981243134
15,1.99447729532,1.35271235148
16,2.06261828345,1.24464639028
17,2.05478164628,1.4518895785
18,1.918720827,1.18627880414
19,1.89177485097,1.44629003366
0,1.95435650584,1.16373073896
1,1.89943193164,1.36317924658
2,1.81954163176,1.62229319255
3,1.80305680865,1.69623861313
0,10.2910547547,6.80835254669
1,5.63534525706,4.54621975581
2,4.07341531336,3.40187074025
3,3.57361353131,2.88972294807
4,3.25342338981,2.49213528951
5,3.06852078106,2.28090230942
6,2.86165172579,2.20620919863
7,2.61806202006,1.84477508227
8,2.57195864062,1.82212327162
9,2.37281538873,1.60623086611
10,2.22697936327,1.41811340014
11,2.22566064554,1.59749822299
12,2.0655510089,1.39848245462
13,2.00538927691,1.33086745262
14,1.9460483968,1.29068057696
15,1.94572921152,1.34702266057
16,1.85915298001,1.15069063505
17,1.83818196429,1.23976561546
18,1.82967840322,1.52609279474
19,1.71684277832,1.25587204138
0,1.65488975577,1.14553723971
1,1.59965087603,1.00207021475
2,1.57287255982,0.999757175446
3,1.56140076056,0.974171813329
4,1.47338539623,0.985573267937
5,1.44348891363,0.946387813091
6,1.44751611758,0.946788074176
7,1.42722771391,0.956961750189
8,1.36740731601,0.902732566992
9,1.39454636541,0.941527082125
10,1.35262265175,0.9138762935
11,1.31666292016,0.950953540802
12,1.27195556603,0.905545757612
13,1.28661785653,0.88767288367
14,1.25993724711,0.960036485195
15,1.27929000569,0.832286310991
16,1.22959308394,0.954439136982
17,1.21685646345,0.916892042955
18,1.16345789094,0.864467027982
19,1.21216856967,1.06421416442
0,1.17129415021,0.888296806812
1,1.15649163889,0.808777809938
2,1.13551949526,0.739722201029
3,1.14944430414,0.824982589086
4,1.1423229177,0.804732401371
5,1.10200086375,0.753509251277
6,1.08510959449,0.840090732574
7,1.04590030614,0.774492299557
8,1.1112953441,0.730068810781
9,1.11570553005,0.703026725451
10,1.03432098906,0.68836004893
11,1.05045036921,0.730777130127
12,1.01824812109,0.61882513682
13,1.05644483291,0.79579889377
14,1.03133441661,0.727866108418
15,1.05502824,0.76258278052
16,1.02498904011,0.673757918676
17,1.03961347823,0.876165688038
18,1.03405848744,0.901853529612
19,0.973053414116,0.638695561091
0,1.00928333702,0.697692234516
1,0.958678482225,0.848227500916
2,0.926878736183,0.60315514644
3,0.966615656696,0.635731524626
4,0.936230410401,0.72192968448
5,0.978320551867,0.61949598074
6,0.971577435041,0.725449349085
7,0.936395201997,0.647348006566
8,0.964390722034,0.647460989952
9,0.923601624802,0.603767786026
10,0.896423087956,0.684914635817
11,0.91150361578,0.692153538863
12,0.90395815288,0.75167855978
0,11.295279995,7.79113032178
1,6.08485279052,4.90502457502
2,4.16026404761,4.17688612822
